url,name,brand,sku,price,original_price,360_dərəcə_fırlanma,akkumulyatorun_tutumu,brend,daxili_yaddaş,displey,ekranın_diaqonalı,girişlər,kateqoriya,klaviaturanın_dili,model,operativ_yaddaş,prosessor,rəng,sensorlu_ekran,veb_kamera,videokart,videokartın_növü,wi_fi,zəmanət,ölçülər_e_d_h,əməliyyat_sistemi
https://kontakt.az/notbuk-hp-15-fd1030ci-b5jr3ea,Notbuk HP 15-FD1030CI (B5JR3EA),HP,TM-DG-KOT-1114-NB-3327,1399.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-tuf-fa808um-s8030-90nr0nn1-m001m0,Notbuk Asus TUF FA808UM-S8030 (90NR0NN1-M001M0),Asus,TM-DG-KOT-1114-NB-3133,2929.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-dell-vostro-3530-n012l555015emea-vp-ubu-az,Notbuk Dell Vostro 3530 (N012L555015EMEA_VP_UBU_AZ),Dell,TM-DG-KOT-1114-NB-2829,2999.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-honor-magicbook-x16-goh-x,Notbuk HONOR MagicBook X16 (GOH-X),HONOR,TM-DG-KOT-1114-NB-3449,"1.099,99",1299.99,Yox,"42 Vt*s, 6.7 saatadək",HONOR,SSD 512GB,"IPS (1920 × 1200), 60 Hz","16""","USB 3.2 Gen 1 Type-A, USB 3.2 Gen 2 Type-A, USB 3.2 Gen 1 Type-C, HDMI",İş və təhsil,İngilis,MagicBook X16,"LPDDR5X 16GB, 6400 MHz","AMD Ryzen 5 6600H, 3.3 - 4.5 GHz",Cloud Grey,Yox,720p,AMD Radeon 660M,Daxili AMD,Wi-Fi 6 (802.11ax),12 ay,358.2 × 254.3 × 19.9 mm,FreeDos
https://kontakt.az/notbuk-lenovo-ideapad-slim-5-16irh10r-83j1004trk,Notbuk Lenovo İdeaPad Slim 5 16IRH10R (83J1004TRK),Lenovo,TM-DG-KOT-1114-NB-2968,2069.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-air-15-m4-sky-blue-mc7c4ru-a,Notbuk Apple MacBook Air 15 M4 Sky Blue MC7C4RU/A,Apple,TM-DG-KOT-1114-NB-2894,"2.679,99",3799.99,Yox,"90 Vt*s, 5 saatadək",Asus,SSD 512GB,"WUXGA (1920 × 1200), 144 Hz","18""","2× USB 3.2 Gen 2 Type-A, 1× USB 2.0 Type-A 1× USB 3.2 Gen 2 Type-C, 1× USB 4.0 Type-C, HDMI, Ethernet RJ45",Oyun,"İngilis, Rus",TUF FA808UH-S8052,"DDR5 16GB, 5600 MHz",AMD Ryzen 7 260U 3.8 - 5.1 GHz,Jaeger Gray,Yox,1080p,"GeForce RTX 5050, 8 GB",Xarici Nvidia,Wi-Fi 6E (802.11ax),12 ay,399 × 283 × 26.7 mm,FreeDos
https://kontakt.az/notbuk-lenovo-idea-pad-slim-5-15arp10-83j30044rk,Notbuk Lenovo IdeaPad Slim 5 15ARP10 (83J30044RK),Lenovo,TM-DG-KOT-1114-NB-2965,"2.679,99",3799.99,Yox,"90 Vt*s, 5 saatadək",Asus,SSD 512GB,"WUXGA (1920 × 1200), 144 Hz","18""","2× USB 3.2 Gen 2 Type-A, 1× USB 2.0 Type-A 1× USB 3.2 Gen 2 Type-C, 1× USB 4.0 Type-C, HDMI, Ethernet RJ45",Oyun,"İngilis, Rus",TUF FA808UH-S8052,"DDR5 16GB, 5600 MHz",AMD Ryzen 7 260U 3.8 - 5.1 GHz,Jaeger Gray,Yox,1080p,"GeForce RTX 5050, 8 GB",Xarici Nvidia,Wi-Fi 6E (802.11ax),12 ay,399 × 283 × 26.7 mm,FreeDos
https://kontakt.az/notbuk-asus-tuf-fa808uh-s8052-90nr0nm1-m002k0,Notbuk Asus TUF FA808UH-S8052 (90NR0NM1-M002K0),Asus,TM-DG-KOT-1114-NB-3124,2679.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-5-16irh10-83hs0072rk,Notbuk Lenovo IdeaPad Slim 5 16IRH10 (83HS0072RK),Lenovo,TM-DG-KOT-1114-NB-2967,1849.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-zenbook-14-ux3405ca-ql549-90nb14w4-m00t90,Notbuk Asus ZenBook 14 UX3405CA-QL549 (90NB14W4-M00T90),Asus,TM-DG-KOT-1114-NB-3305,1999.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-rog-strix-g16-g615jpr-s5101-90nr0l91-m00480,Notbuk Asus ROG Strix G16 G615JPR-S5101 (90NR0L91-M00480),Asus,TM-DG-KOT-1114-NB-3391,"1.999,99",2999.99,Var,"75 Vt*s, 7.5 saatadək",Asus,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","14""","USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",ZenBook 14 UX3405CA-QL549,"LPDDR5X 16GB, 4800 MHz","Intel Core Ultra 5 225H, 1.7-4.9 GHz",Foggy Silver,Var,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,312.4 × 220.1 × 14.9 mm,FreeDos
https://kontakt.az/notbuk-acer-nitro-anv15-51-nh-qnder-003,Notbuk Acer Nitro ANV15-51 (NH.QNDER.003),Acer,TM-DG-KOT-1114-NB-2812,1799.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-probook-440-g8-3a5g8ea,Notbuk HP ProBook 440 G8 (3A5G8EA),HP,TM-DG-KOT-1114-NB-1632,"2.999,99",3899.99,Yox,"80 Vt*s, 5.6 saatadək",Lenovo,SSD 512GB,"WQXGA (2560 × 1600), 165 Hz","15.1""","3 × USB 3.2 Gen 2 Type-A, USB 3.2 Gen 1 Type-A, USB 4 Type-C, HDMI, Ethernet RJ45",Oyun,"İngilis, Rus",Legion 5 15AHP10,"DDR5 32GB, 5600 MHz","AMD Ryzen 7 260, 3.8 - 5.1 GHz",Eclipse Black,Yox,1080p,GeForce RTX 5060 8 GB,Xarici Nvidia,Wi-Fi 7 (802.11be),12 ay,344.9 × 255.35 × 21.54 mm,ƏS yoxdur
https://kontakt.az/notbuk-thinkbook-14-g8-irl-21sg008lrt,Notbuk Lenovo ThinkBook 14 G8 IRL  (21SG008LRT),Lenovo,TM-DG-KOT-1114-NB-2958,1869.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-legion-5-15ahp10-83m00056rk,Notbuk Lenovo Legion 5 15AHP10 (83M00056RK),Lenovo,TM-DG-KOT-1114-NB-3234,2999.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-15-fd1151ci-cv4c9ea,Notbuk HP 15-FD1151CI (CV4C9EA),HP,TM-DG-KOT-1114-NB-3468,1189.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-tuf-f16-fx608jhr-rv088-90nr0na1-m004u0,Notbuk Asus TUF F16 FX608JHR-RV088 (90NR0NA1-M004U0),Asus,TM-DG-KOT-1114-NB-3390,"1.189,99",1649.99,Yox,"41 Vt*s, 6 saatadək",HP,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","15.6""","2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, HDMI",İş və təhsil,"İngilis, Rus",15-FD1151CI,"DDR5 24GB, 5600 MHz","Intel Core Ultra 5 125H, 1.8 - 4.50 GHz",Silver,Yox,720p,Intel Arc Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,359.8 × 236 × 18.6 mm,FreeDos
https://kontakt.az/notbuk-lenovo-loq-15arp10e-83s00009rk,Notbuk Lenovo LOQ 15ARP10E (83S00009RK),Lenovo,TM-DG-KOT-1114-NB-3459,1999.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-vivobook-s16-s3607va-rp096-90nb1671-m007n0,Notbuk Asus VivoBook S16 S3607VA-RP096 (90NB1671-M007N0),Asus,TM-DG-KOT-1114-NB-3295,1449.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-ideapad-slim-5-14irh10r-83j0006prk,Notbuk Lenovo IdeaPad Slim 5 14IRH10R (83J0006PRK),Lenovo,TM-DG-KOT-1114-NB-3179,1899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-e16-g2-21ma005ert,Notbuk Lenovo ThinkPad E16 G2 (21MA005ERT),Lenovo,TM-DG-KOT-1114-NB-3016,1849.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-e16-gen3-21sr004sfw,Notbuk Lenovo ThinkPad E16 Gen3 (21SR004SFW),Lenovo,TM-DG-KOT-1114-NB-3093,"1.499,99",1999.99,Yox,"70 Vt*s, 7 saatadək",Asus,SSD 512GB,"WUXGA (1920 × 1200), 120 Hz","16""","2× USB 3.2 Gen 1 Type-A, 2× USB 3.2 Gen 1 Type-C, HDMI",İş və təhsil,"İngilis, Rus",VivoBook S16 M3607HA-RP012,"DDR5 16GB, 4800 MHz","AMD Ryzen 5 220, 3.2 - 4.9 GHz",Cool Silver,Yox,1080p,AMD Radeon Graphics,Daxili AMD,Wi-Fi 6 (802.11ax),12 ay,357 × 250.6 × 17.9 mm,FreeDos
https://kontakt.az/notbuk-lenovo-thinkpad-e14-gen7-21sx004ufw,Notbuk Lenovo ThinkPad E14 Gen7 (21SX004UFW),Lenovo,TM-DG-KOT-1114-NB-3380,1949.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-vivobook-s16-m3607ha-rp012-90nb16f2-m005a0,Notbuk Asus VivoBook S16 M3607HA-RP012 (90NB16F2-M005A0),Asus,TM-DG-KOT-1114-NB-3296,1499.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-x1-carbon-gen-13-aura-edtion-21nx00a7fw,Notbuk Lenovo ThinkPad X1 Carbon Gen 13 Aura Edtion (21NX00A7FW),Lenovo,TM-DG-KOT-1114-NB-3384,4899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-v14-g5-irl-83gu0086fw,Notbuk Lenovo V14 G5 IRL (83GU0086FW),Lenovo,TM-DG-KOT-1114-NB-3399,1449.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-x1-2in1-gen-9-21ke006art,Notbuk Lenovo ThinkPad X1 2in1 Gen 9 (21KE006ART),Lenovo,TM-DG-KOT-1114-NB-2693,"1.449,99",1999.99,Yox,"47 Vt*s, 9 saatadək",Lenovo,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","14""","2× USB 3.2 Gen 1 Type-A, USB 3.2 Gen 1 Type-C, HDMI, Ethernet (RJ-45)",İş və təhsil,"İngilis, Rus",V14 G5 IRL,"DDR5 16GB, 5200 MHz","Intel Core i7 13620H, 1.8 - 4.9 GHz",Business Black,Yox,720p,Intel UHD Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,324.2 × 215.2 × 17.9 mm,ƏS yoxdur
https://kontakt.az/notbuk-asus-rog-strix-g16-g614fm-s5076-90nr0l17-m003e0,Notbuk Asus ROG Strix G16 G614FM-S5076 (90NR0L17-M003E0),Asus,TM-DG-KOT-1114-NB-3434,3749.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-e16-gen-2-21ma0059rt,Notbuk Lenovo ThinkPad E16 Gen 2 (21MA0059RT),Lenovo,TM-DG-KOT-1114-NB-2821,2749.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-pro-14-mde04ru-a-space-black,Notbuk Apple MacBook Pro 14 MDE04RU/A Space Black,Apple,TM-DG-KOT-1114-NB-3220,3899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-rog-strix-g18-g814pm-s9027-90nr0l28-m001n0,Notbuk Asus ROG Strix G18 G814PM-S9027 (90NR0L28-M001N0),Asus,TM-DG-KOT-1114-NB-3436,3489.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-250r-g10-ad1u0et,Notbuk HP 250R G10 (AD1U0ET),HP,TM-DG-KOT-1114-NB-3335,"1.349,99",1749.99,Yox,"41 Vt*s, 6.5 saatadək",HP,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","15.6""","2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, HDMI",İş və təhsil,"İngilis, Rus",15-FD1011CI,"DDR4 16GB, 3200 MHz","Intel Core i5 120U, 1.4 - 5 GHz",Natural Silver,Yox,720p,Intel Graphics,Daxili Intel,Wi-Fi 6E (802.11ax),12 ay,359.8 × 236 × 18.6 mm,FreeDos
https://kontakt.az/notbuk-hp-15-fd1011ci-a33d5ea,Notbuk HP 15-FD1011CI (A33D5EA),HP,TM-DG-KOT-1114-NB-3276,1349.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkbook-g7-qoy-21nh000gru,Notbuk Lenovo ThinkBook G7 QOY (21NH000GRU),Lenovo,TM-DG-KOT-1114-NB-2822,2299.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-probook-460-g11-a23bgea,Notbuk HP ProBook 460 G11 (A23BGEA),HP,TM-DG-KOT-1114-NB-3373,"1.349,99",1749.99,Yox,"41 Vt*s, 6.5 saatadək",HP,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","15.6""","2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, HDMI",İş və təhsil,"İngilis, Rus",15-FD1011CI,"DDR4 16GB, 3200 MHz","Intel Core i5 120U, 1.4 - 5 GHz",Natural Silver,Yox,720p,Intel Graphics,Daxili Intel,Wi-Fi 6E (802.11ax),12 ay,359.8 × 236 × 18.6 mm,FreeDos
https://kontakt.az/notbuk-asus-rog-strix-scar-18-g835lr-sa005-90nr0ls1-m00050,Notbuk Asus ROG Strix Scar 18 G835LR-SA005 (90NR0LS1-M00050),Asus,TM-DG-KOT-1114-NB-3439,"6.289,99",8999.99,Yox,"90 Vt*s, 5 saatadək",Asus,SSD 2 TB,"WQXGA (2560 × 1600), 240 Hz","18""","3× USB 3.2 Gen 2 Type-A, 2× Thunderbolt 5, HDMI, Ethernet (RJ-45)",Oyun,"İngilis, Rus",ROG Strix Scar 18 G835LR-SA005,"DDR5 32GB, 5600 MHz",Intel Core Ultra 9 275HX 2.7 - 5.4 GHz,Off Black,Yox,1080p,"GeForce RTX 5070 Ti, 12 GB",Xarici Nvidia,Wi-Fi 7 (802.11be),12 ay,399 × 298 × 32 mm,FreeDos
https://kontakt.az/notbuk-asus-expertbook-b2-b2502cva-kj0173-90nx06f1-m00620,Notbuk Asus ExpertBook B2 B2502CVA-KJ0173 (90NX06F1-M00620),Asus,TM-DG-KOT-1114-NB-2694,1899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-vivobook-s14-s3407ca-ly014-90nb16j1-m006t0,Notbuk Asus VivoBook S14 S3407CA-LY014 (90NB16J1-M006T0),Asus,TM-DG-KOT-1114-NB-3299,1649.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-zenbook-duo-oled-ux8406ca-ql080w-90nb14x1-m00340,Notbuk Asus ZenBook Duo OLED UX8406CA-QL080W (90NB14X1-M00340),Asus,TM-DG-KOT-1114-NB-3014,3499.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-pro-14-mde34ru-a-space-black,Notbuk Apple MacBook Pro 14 MDE34RU/A Space Black,Apple,TM-DG-KOT-1114-NB-3225,4899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-asus-vivobook-s14-oled-m5406wa-pp067-90nb14p1-m003e0,Notbuk Asus VivoBook S14 OLED M5406WA-PP067 (90NB14P1-M003E0),Asus,TM-DG-KOT-1114-NB-2698,"5.299,99",6999.99,Yox,"57 Vt*s, 13.9 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","14""","2× USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",ThinkPad X1 Carbon Gen 13 Aura Edtion,"LPDDR5X 32GB, 8533 MHz","Intel Core Ultra 7 258V, 2.2 - 4.8 GHz",Black,Var,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,312.8 × 214.75 × 17.95 mm,Win11 Pro
https://kontakt.az/notbuk-asus-vivobook-s14-s3407ca-ly013-90nb16j2-m006r0,Notbuk Asus VivoBook S14 S3407CA-LY013 (90NB16J2-M006R0),Asus,TM-DG-KOT-1114-NB-3205,"5.299,99",6999.99,Yox,"57 Vt*s, 13.9 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","14""","2× USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",ThinkPad X1 Carbon Gen 13 Aura Edtion,"LPDDR5X 32GB, 8533 MHz","Intel Core Ultra 7 258V, 2.2 - 4.8 GHz",Black,Var,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,312.8 × 214.75 × 17.95 mm,Win11 Pro
https://kontakt.az/notbuk-lenovo-thinkpad-x1-carbon-gen-13-aura-edtion-21ns004wfw,Notbuk Lenovo ThinkPad X1 Carbon Gen 13 Aura Edtion (21NS004WFW),Lenovo,TM-DG-KOT-1114-NB-3385,"5.299,99",6999.99,Yox,"57 Vt*s, 13.9 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","14""","2× USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",ThinkPad X1 Carbon Gen 13 Aura Edtion,"LPDDR5X 32GB, 8533 MHz","Intel Core Ultra 7 258V, 2.2 - 4.8 GHz",Black,Var,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,312.8 × 214.75 × 17.95 mm,Win11 Pro
https://kontakt.az/notbuk-asus-rog-strix-g16-g615lr-s5192-90nr0lr1-m007s0,Notbuk Asus ROG Strix G16 G615LR-S5192 (90NR0LR1-M007S0),Asus,TM-DG-KOT-1114-NB-3426,"5.299,99",6999.99,Yox,"57 Vt*s, 13.9 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","14""","2× USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",ThinkPad X1 Carbon Gen 13 Aura Edtion,"LPDDR5X 32GB, 8533 MHz","Intel Core Ultra 7 258V, 2.2 - 4.8 GHz",Black,Var,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,312.8 × 214.75 × 17.95 mm,Win11 Pro
https://kontakt.az/notbuk-asus-vivobook-s-s3407ca-ly007-90nb16j2-m006s0,Notbuk Asus VivoBook S S3407CA-LY007 (90NB16J2-M006S0),Asus,TM-DG-KOT-1114-NB-3274,"5.299,99",6999.99,Yox,"57 Vt*s, 13.9 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","14""","2× USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",İş və təhsil,"İngilis, Rus",ThinkPad X1 Carbon Gen 13 Aura Edtion,"LPDDR5X 32GB, 8533 MHz","Intel Core Ultra 7 258V, 2.2 - 4.8 GHz",Black,Var,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,312.8 × 214.75 × 17.95 mm,Win11 Pro
https://kontakt.az/notbuk-huawei-matebook-d-16-53014mtx,Notbuk HUAWEI MateBook D 16 53014MTX,HUAWEI,TM-DG-KOT-1114-NB-3420,1299.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-t14-gen-5-21ml0034rt,Notbuk Lenovo ThinkPad T14 Gen 5 (21ML0034RT),Lenovo,TM-DG-KOT-1114-NB-2823,3139.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-t16-gen-4-21qe0063fw,Notbuk Lenovo ThinkPad T16 Gen 4 (21QE0063FW),Lenovo,TM-DG-KOT-1114-NB-3396,"1.749,99",2399.99,Yox,"70 Vt*s, 7 saatadək",Asus,SSD 512GB,"FullHD (1920 × 1200), 60 Hz","16""","2× USB 3.2 Gen 1 Type-A, 2× USB 3.2 Gen 1 Type-C, HDMI",İş və təhsil,"İngilis, Rus",VivoBook S16 S3607CA-SH107,"DDR5 16GB, 4800 MHz","Intel Core Ultra 5 225H, 1.7-4.9 GHz",Matte Gray,Yox,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,357 × 250.6 × 17.9 mm,FreeDos
https://kontakt.az/notbuk-hp-omnibook-5-ai-16-af1014ci-bk9y9ea,Notbuk HP OmniBook 5 AI 16-AF1014CI (BK9Y9EA),HP,TM-DG-KOT-1114-NB-3261,"1.749,99",2399.99,Yox,"70 Vt*s, 7 saatadək",Asus,SSD 512GB,"FullHD (1920 × 1200), 60 Hz","16""","2× USB 3.2 Gen 1 Type-A, 2× USB 3.2 Gen 1 Type-C, HDMI",İş və təhsil,"İngilis, Rus",VivoBook S16 S3607CA-SH107,"DDR5 16GB, 4800 MHz","Intel Core Ultra 5 225H, 1.7-4.9 GHz",Matte Gray,Yox,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,357 × 250.6 × 17.9 mm,FreeDos
https://kontakt.az/notbuk-asus-vivobook-s16-s3607ca-sh107-90nb16i2-m007m0,Notbuk Asus VivoBook S16 S3607CA-SH107 (90NB16I2-M007M0),Asus,TM-DG-KOT-1114-NB-3300,"1.749,99",2399.99,Yox,"70 Vt*s, 7 saatadək",Asus,SSD 512GB,"FullHD (1920 × 1200), 60 Hz","16""","2× USB 3.2 Gen 1 Type-A, 2× USB 3.2 Gen 1 Type-C, HDMI",İş və təhsil,"İngilis, Rus",VivoBook S16 S3607CA-SH107,"DDR5 16GB, 4800 MHz","Intel Core Ultra 5 225H, 1.7-4.9 GHz",Matte Gray,Yox,1080p,Intel Arc Graphics,Daxili Intel,Wi-Fi 6 (802.11ax),12 ay,357 × 250.6 × 17.9 mm,FreeDos
https://kontakt.az/notbuk-asus-zenbook-s-14-oled-ux5406sa-pz365w-90nb14f4-m00mv0,Notbuk Asus ZenBook S 14 OLED UX5406SA-PZ365W (90NB14F4-M00MV0),Asus,TM-DG-KOT-1114-NB-3013,3789.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-thinkpad-e16-gen3-21sr0049fw,Notbuk Lenovo ThinkPad E16 Gen3 (21SR0049FW),Lenovo,TM-DG-KOT-1114-NB-3092,"2.299,99",3399.99,Yox,"64 Vt*s, 8 saatadək",Lenovo,SSD 512GB,"WUXGA (1920 × 1200), 60 Hz","16""","1× USB-A 3.2 Gen 1, 1× USB-A 3.2 Gen 2, 1× USB-C 3.2 Gen 2x2, 1× USB-C Thunderbolt™ 4, HDMI, Ethernet RJ45",İş və təhsil,"İngilis, Rus",ThinkPad E16 Gen 3,"DDR5 16GB, 5600 MHz","Intel Core Ultra 7 255H, 2.0 - 5.1 GHz",Black,Yox,1080p,Intel Arc Graphics 140T,Daxili Intel,Wi-Fi 6E (802.11ax),12 ay,356 × 249 × 21.15 mm,ƏS yoxdur
https://kontakt.az/notbuk-asus-vivobook-15-x1504va-bq4479-90nb10j1-m04a20,Notbuk Asus VivoBook 15 X1504VA-BQ4479 (90NB10J1-M04A20),Asus,TM-DG-KOT-1114-NB-3400,1379.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-thinkpad-e14-g6-21m7002rrt,Notbuk Lenovo ThinkPad E14 G6 (21M7002RRT),Lenovo,TM-DG-KOT-1114-NB-2959,1989.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-huawei-matebook-d-16-53014mua,Notbuk HUAWEI MateBook D 16 53014MUA,HUAWEI,TM-DG-KOT-1114-NB-3419,"3.579,99",4699.99,Yox,"84 Vt*s, 6 saatadək",Lenovo,SSD 1 TB,"3K OLED (3000 × 1876), 120 Hz","14.5""","2× USB 3.2 Gen 1 Type-A, 2× Thunderbolt 4, HDMI",Premium,"İngilis, Rus",Yoga Pro 7 14IAH10,"DDR5 32GB, 8533 MHz","Intel Core Ultra 9 285H, 2.7 - 5.4 GHz",Luna Grey,Var,5 MP (1080p),Intel Arc Graphics 140T,Daxili Intel,Wi-Fi 7 (802.11be),12 ay,325.3 × 228.1 × 16.9 mm,Win11 Home
https://kontakt.az/notbuk-asus-vivobook-16-m3607ha-sh097-90nb16f1-m006d0,Notbuk Asus VivoBook 16 M3607HA-SH097 (90NB16F1-M006D0),Asus,TM-DG-KOT-1114-NB-3303,1849.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-lenovo-yoga-7-pro-14iah10-83kf002lrk,Notbuk Lenovo Yoga 7 Pro 14IAH10 (83KF002LRK),Lenovo,TM-DG-KOT-1114-NB-3414,3579.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-omnibook-5-16-af1001c-bm0q2ea,Notbuk HP OmniBook 5 16-AF1001C (BM0Q2EA),HP,TM-DG-KOT-1114-NB-3334,1749.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-apple-macbook-pro-14-mde64ru-a-silver,Notbuk Apple MacBook Pro 14 MDE64RU/A Silver,Apple,TM-DG-KOT-1114-NB-3224,4899.99,,,,,,,,,,,,,,,,,,,,,,
https://kontakt.az/notbuk-hp-probook-4-g1i-14-ad2m0et,Notbuk HP ProBook 4 G1I 14 (AD2M0ET),HP,TM-DG-KOT-1114-NB-3339,"1.449,99",1999.99,Yox,"51 Vt*s, 5 saatadək",HP,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","14""","2x USB Type-A, 2x USB Type-C, HDMI, Ethernet RJ-45",İş və təhsil,"İngilis, Rus",ProBook 440 G10,"DDR4 8GB, 3200 MHz","Intel Core i5 1334U, 0.9 - 4.6 GHz",Pike Silver Aluminum,Yox,720p,Intel Iris Xe Graphics,Daxili Intel,Wi-Fi 6E (802.11ax),12 ay,321.9 × 213.9 × 19.9 mm,FreeDos
https://kontakt.az/notbuk-hp-probook-440-g10-9g1q5et,Notbuk HP ProBook 440 G10 (9G1Q5ET),HP,TM-DG-KOT-1114-NB-3329,"1.449,99",1999.99,Yox,"51 Vt*s, 5 saatadək",HP,SSD 512GB,"FullHD (1920 × 1080), 60 Hz","14""","2x USB Type-A, 2x USB Type-C, HDMI, Ethernet RJ-45",İş və təhsil,"İngilis, Rus",ProBook 440 G10,"DDR4 8GB, 3200 MHz","Intel Core i5 1334U, 0.9 - 4.6 GHz",Pike Silver Aluminum,Yox,720p,Intel Iris Xe Graphics,Daxili Intel,Wi-Fi 6E (802.11ax),12 ay,321.9 × 213.9 × 19.9 mm,FreeDos
